UID,SEG,translation,profanity
METALW-037779-0009,anchoas y perejil,anchovies and parsley,None
METALW-037779-0010,¿Hay algo más que pueda conseguirte?,Is there anything else I can get you?,None
METALW-037780-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037780-0001,Quiero pedir pizza,I want to order pizza,None
METALW-037780-0002,¿Qué sabor?,What flavor?,None
METALW-037780-0003,Los mejores de Nueva York,The best in New York,None
METALW-037780-0004,¿De qué tamaño?,What size?,None
METALW-037780-0005,16',16',None
METALW-037780-0006,¿Algo más?,Anything else?,None
METALW-037780-0007,¿Puedes sugerir dos pizzas más?,Can you suggest two more pizzas?,None
METALW-037780-0008,¿Seguro que el mismo sabor?,Are you sure the same taste?,None
METALW-037780-0009,Sí.,Yes.,None
METALW-037780-0010,nombrado,noted,None
METALW-037781-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037781-0001,Quiero pedir una pizza de Pizza Hut,I want to order a Pizza Hut pizza,None
METALW-037781-0002,"Ok, ¿qué tamaño y tipo?","Okay, what size and type?",None
METALW-037781-0003,"Un plato grande y profundo con pepperoni, salchichas y champiñones","A large, deep dish with pepperoni, sausages and mushrooms",None
METALW-037781-0004,La tienda cerca de ti está sin champiñones.,The store near you is without mushrooms.,None
METALW-037781-0005,hacer que las cebollas en su lugar entonces,make the onions in place then,None
METALW-037781-0006,"Ok, sartén o corteza fina.","Okay, frying pan or thin crust.",None
METALW-037781-0007,plato profundo,deep dish,None
METALW-037781-0008,"Ok, entrega o recogida.","Okay, delivery or pickup.",None
METALW-037781-0009,entrega a la calle 101 Jones,delivery to 101 Jones Street,None
METALW-037781-0010,"¡Genial, en camino!","Great, on the way!",None
METALW-037782-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037782-0001,Quiero pedir una pizza,I want to order a pizza,None
METALW-037782-0002,tamaño,size,None
METALW-037782-0003,un gran,a great,None
METALW-037782-0004,llevar a cabo o delvery,carry out or delvery,None
METALW-037782-0005,realizar,carry out,None
METALW-037782-0006,Coberturas,Coverage,None
METALW-037782-0007,¿Ofrecen fresas en su pizza,Do you offer strawberries on your pizza,None
METALW-037782-0008,"no, ¿te gustaría algo más>","No, would you like something else>",None
METALW-037782-0009,¿qué pasa con los arándanos,What about blueberries,None
METALW-037782-0010,no lo siento nada más,I'm not sorry about anything else,None
METALW-037783-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037783-0001,Quiero pedir una pizza,I want to order a pizza,None
METALW-037783-0002,seguro. Puedo ayudarte con eso. ¿Qué tipo de pizza te gustaría?,sure. I can help you with that. What kind of pizza would you like?,None
METALW-037783-0003,Quiero una pizza que tenga anchoas pepperoni y salchichas,I want a pizza that has pepperoni anchovies and sausages,None
METALW-037783-0004,"Lo sentimos, parece que las anchoas no están disponibles en este momento.","Sorry, it looks like anchovies aren't available at this time.",None
METALW-037783-0005,¿Qué opciones están disponibles para mí,What options are available to me,None
METALW-037783-0006,"Tenemos la salchicha y el pepperoni disponibles, pero no anchoas.","We have the sausage and pepperoni available, but no anchovies.",None
METALW-037783-0007,"bueno, entonces eso es todo. Realice el pedido sin anchoas","Well, then that's it. Order without anchovies",None
METALW-037783-0008,"Ok, tu pedido está siendo hecho. ¿Hay algo más que podamos hacer por ti?","Okay, your order is being placed. Is there anything else we can do for you?",None
METALW-037783-0009,gracias,Thank you,None
METALW-037783-0010,"¡No hay problema, adiós!","No problem, bye!",None
METALW-037784-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037784-0001,Tengo tanta hambre que podría comer tres pizzas,I'm so hungry I could eat three pizzas,None
METALW-037784-0002,"Bien, ¿qué tipo de pizzas te gustaría pedir?","Well, what kind of pizzas would you like to order?",None
METALW-037784-0003,Quiero un estilo neoyorquino al estilo de Chicago y el 8º en estilo Thin,I want a New York style in the style of Chicago and the 8th in Thin style,None
METALW-037784-0004,"Bien, ¿qué ingredientes te gustaría en cada uno de esos?","Well, what ingredients would you like in each of those?",None
METALW-037784-0005,En nueva York hacer queso sólo en el Chicago poner salchicha italiana y en el delgado me gustaría espinacas y feta,In New York make cheese only in the Chicago put Italian sausage and in the thin I would like spinach and feta,None
METALW-037784-0006,"Bien, ¿de qué tallas te gustaría que fueran las pizzas? Ofrecemos pequeño (12 pulgadas), medio (14 pulgadas) y grande (18 pulgadas).","Well, what sizes would you like pizzas to be? We offer small (12 inches), medium (14 inches) and large (18 inches).",None
METALW-037784-0007,Hacer que el Grande de Nueva York haga el medio de Chicago y hace que el medio delgado,Make the Great of New York do the middle of Chicago and make the middle thin,None
METALW-037784-0008,"Bien. Una pizza grande de estilo neoyorquino con queso normal, una pizza mediana al estilo de Chicago con salchicha italiana, y una pizza de corteza fina mediana con espinacas y feta. ¿Es eso correcto?","Not bad. A large New York-style pizza with regular cheese, a chicago-style medium pizza with Italian sausage, and a medium thin-crust pizza with spinach and feta. Is that correct?",None
METALW-037784-0009,Sí perfecto,Yes perfect,None
METALW-037784-0010,¿Le gustaría recoger este pedido o que se entregue?,Would you like to pick up this order or have it delivered?,None
METALW-037784-0011,¿Me gustaría que se entregara o ustedes venden cerveza?,Would I like it delivered or do you sell beer?,None
METALW-037784-0012,No ofrecemos bebidas alcohólicas desafortunadamente.,We don't offer alcoholic beverages unfortunately.,None
METALW-037785-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037785-0001,hola.,Hello.,None
METALW-037785-0002,Saludos.,Best regards.,None
METALW-037785-0003,Tengo hambre.,I am hungry.,None
METALW-037785-0004,"Ok, ¿en qué puedo ayudar?","Okay, how can I help?",None
METALW-037785-0005,Quiero una pizza.,I want a pizza.,None
METALW-037785-0006,"Ok, ¿qué clase de pizza?","Okay, what kind of pizza?",None
METALW-037785-0007,"Una pizza grande con camarones, anchoas y almejas.","A big pizza with shrimp, anchovies and clams.",None
METALW-037785-0008,"Lo siento, las almejas no están disponibles.","I'm sorry, clams aren't available.",None
METALW-037785-0009,"Bien, ¿qué tal hamburguesa?","Well, how about a hamburger?",None
METALW-037785-0010,"Lo sentimos, la hamburguesa no está disponible.","Sorry, the burger is not available.",None
METALW-037785-0011,¿Qué tal golosinas para perros?,How about dog treats?,None
METALW-037785-0012,Sí.,Yes.,None
METALW-037786-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037786-0001,¿Puedes ayudarme con mi pedido de pizza?,Can you help me with my pizza order?,None
METALW-037786-0002,¡Claro que puedo! ¿De qué restaurante está interesado en pedir?,Of course I can! Which restaurant are you interested in ordering from?,None
METALW-037786-0003,Dominó,domino,None
METALW-037786-0004,¿Qué te gustaría pedir a Domino's?,What would you like to ask Domino's?,None
METALW-037786-0005,¿Tienen coberturas de champiñones?,Do you have mushroom toppings?,None
METALW-037786-0006,"Desafortunadamente, la pizza de cobertura de champiñones no está disponible.","Unfortunately, mushroom topping pizza is not available.",None
METALW-037786-0007,"Entonces, ¿qué puedes aconsejarme que sustituya con esos ingredientes?",So what can you advise me to replace with those ingredients?,None
METALW-037786-0008,Las espinacas o el tomate son otras opciones para los ingredientes.,Spinach or tomato are other options for ingredients.,None
METALW-037786-0009,Me encantan. Gracias por las sugerencias.,I love them. Thanks for the suggestions.,None
METALW-037786-0010,¡Me alegro de poder ayudar!,I'm glad I can help!,None
METALW-037787-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037787-0001,"Hola, ¿tienes 5 coberturas de queso?","Hello, do you have five cheese toppings?",None
METALW-037787-0002,"Lo siento, todos nos quedan sin queso","I'm sorry, we're all out of cheese.",None
METALW-037787-0003,Hmmm... ¿Qué tal piña/ ?,Hmmm... How about pineapple/ ?,None
METALW-037787-0004,"Sí, tenemos piña.","Yes, we have pineapple.",None
METALW-037787-0005,¿Qué favores de corteza están disponibles?,What bark favors are available?,None
METALW-037787-0006,Tenemos una corteza de piña normal.,We have a normal pineapple bark.,None
METALW-037787-0007,¿Alguna pizza de estilo que ofrezcas?,Any style pizzas you offer?,None
METALW-037787-0008,Ofrecemos estilos de pizza regulares y de piña.,We offer regular pizza and pineapple styles.,None
METALW-037787-0009,Gracias por su tiempo,Thank you for your time,None
METALW-037787-0010,¡De nada!,You are welcome!,None
METALW-037788-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037788-0001,Fui,Went,None
METALW-037788-0002,¿Lo siento?,I am sorry?,None
METALW-037788-0003,Quiero pedir una pizza,I want to order a pizza,None
METALW-037788-0004,¿Qué te gustaría en tu pizza?,What would you like on your pizza?,None
METALW-037788-0005,Jamón de tocino de piña,Pineapple bacon ham,None
METALW-037788-0006,"Si estás utilizando un ordenador portátil o una tablet, intenta moverte a otra ubicación e inténtalo de nuevo.","If you're looking for somewhere else to stay, you'll find it's a great place to stay.",None
METALW-037788-0007,salami,salami,None
METALW-037788-0008,¿Qué tamaño te gustaría?,How size would you like?,None
METALW-037788-0009,grande,big,None
METALW-037788-0010,¡Su pedido ha sido realizado!,Your order has been placed!,None
METALW-037788-0011,gracias,Thank you,None
METALW-037789-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037789-0001,"Hola, quiero pedir una pizza.","Hi, I want to order a pizza.",None
METALW-037789-0002,"Hola, ¿de qué restaurante te gustaría una pizza?","Hey, what restaurant would you like a pizza from?",None
METALW-037789-0003,Me gustaría una pizza de Pizza de Alfredo,I'd like an Alfredo Pizza pizza,None
METALW-037789-0004,¿Hay un momento específico en el que le gustaría que llegara esta pizza?,Is there a specific time when you'd like this pizza to arrive?,None
METALW-037789-0005,"Sí, en 55 minutos","Yes, in 55 minutes",None
METALW-037789-0006,¿De qué tamaño debería ser esta pizza?,How big should this pizza be?,None
METALW-037789-0007,Una pizza grande de pepperoni por favor,A big pepperoni pizza please,None
METALW-037789-0008,¿Y tu elección de ingredientes?,What about your choice of ingredients?,None
METALW-037789-0009,Pepperoni Hola?,Pepperoni Hello?,None
METALW-037789-0010,Desafortunado,unfortunate,None
METALW-037789-0011,¿Qué?,What?,None
METALW-037789-0012,"Después de mirar en su inventario, no tendrán pepperoni por una hora más","After looking into your inventory, you won't have pepperoni for an hour more",None
METALW-037789-0013,"Bien, salchicha entonces por favor.","Well, sausage then please.",None
METALW-037790-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037790-0001,Hola necesito pedir una pizza,Hi I need to order a pizza,None
METALW-037790-0002,"Ok, ¿de qué tamaño?","Okay, what size?",None
METALW-037790-0003,grande por favor,big please,None
METALW-037790-0004,¿Qué clase de corteza? regular o grueso,What kind of bark? regular or thick,None
METALW-037790-0005,grueso,thick,None
METALW-037790-0006,¿Qué ingredientes?,What ingredients?,None
METALW-037790-0007,"Champiñones, salchichas y queso extra","Mushrooms, sausages and extra cheese",None
METALW-037790-0008,nos quedan sin salchichas,we're out of sausages,None
METALW-037790-0009,¿Qué tal tocino?,How about bacon?,None
METALW-037790-0010,Puedo poner eso en,I can put that in,None
METALW-037791-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037791-0001,Me gusta pedir pizza,I like to order pizza,None
METALW-037791-0002,¿Qué sabor?,What flavor?,None
METALW-037791-0003,Necesito pedir tres pizzas con tres ingredientes diferentes,I need to order three pizzas with three different ingredients,None
METALW-037791-0004,¿Cuántos?,How many?,None
METALW-037791-0005,Me gustaría pepperoni en la primera pizza,I'd like pepperoni on the first pizza,None
METALW-037791-0006,¿Qué ingredientes? Bien. ¿segundo?,What ingredients? Not bad. second?,None
METALW-037791-0007,Me gustaría salchicha en el segundo,I'd like sausage in the second,None
METALW-037791-0008,¿Tercero?,third?,None
METALW-037791-0009,Tomaré anchoas y queso extra en la tercera pizza por favor,I'll have anchovies and extra cheese at the third pizza please,None
METALW-037791-0010,Bien. ¿Algo más?,Not bad. Anything else?,None
METALW-037791-0011,Eso es todo por hoy,That's all for today.,None
METALW-037791-0012,Bien.,Not bad.,None
METALW-037792-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037792-0001,Necesito pedir una pizza,I need to order a pizza,None
METALW-037792-0002,"Claro, ¿cuántos ingredientes quieres?","Sure, how many ingredients do you want?",None
METALW-037792-0003,sólo pep,just pep,None
METALW-037792-0004,Desafortunadamente no tengas pepperoni ahora mismo. ¿Puedo reemplazar eso por ti?,"Unfortunately, don't have pepperoni right now. Can I replace that with you?",None
METALW-037792-0005,tocino,bacon,None
METALW-037792-0006,¿Una pizza grande con tocino?,A big pizza with bacon?,None
METALW-037792-0007,Sí,Yes,None
METALW-037792-0008,¿Recogida o entrega?,Pick-up or drop-off?,None
METALW-037792-0009,entrega,delivery,None
METALW-037792-0010,"Ok, tu pizza debería estar ahí en unos 40-45 minutos","Okay, your pizza should be there in about 40-45 minutes.",None
METALW-037793-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037793-0001,"Hola, me gustaría hacer un pedido ¿Alguna posibilidad de que eso sea posible?","Hello, I would like to place an order Any chance that that will be possible?",None
